case_id,customer_id
CC-1399,C12517
CC-1400,C00466
CC-1401,C08962
CC-1402,C03657
CC-1403,C10526
CC-1404,C07648
CC-1405,C10837
CC-1406,C06855
CC-1407,C08831
CC-1408,C03418
CC-1409,C13227
CC-1410,C07743
CC-1411,C10421
CC-1412,C05289
CC-1413,C02250
CC-1414,C10745
CC-1415,C00426
CC-1416,C07694
CC-1417,C01542
CC-1418,C06362
CC-1419,C09651
CC-1420,C07614
CC-1421,C12680
CC-1422,C09918
CC-1423,C04505
CC-1424,C12754
CC-1425,C08662
CC-1426,C09471
CC-1427,C12103
CC-1428,C12987
CC-1429,C11307
CC-1430,C10426
CC-1431,C01494
CC-1432,C04306
CC-1433,C07185
CC-1434,C00805
CC-1435,C12793
CC-1436,C02999
CC-1437,C11958
CC-1438,C02480
CC-1439,C01521
CC-1440,C11375
CC-1441,C12397
CC-1442,C03786
CC-1443,C04798
CC-1444,C02170
CC-1445,C10519
CC-1446,C04117
CC-1447,C08232
CC-1448,C11597
CC-1449,C07761
CC-1450,C02354
CC-1451,C07220
CC-1452,C04125
CC-1453,C08945
CC-1454,C01155
CC-1455,C06906
CC-1456,C06403
CC-1457,C09491
CC-1458,C02545
CC-1459,C11629
CC-1460,C09301
CC-1461,C11919
CC-1462,C07480
CC-1463,C02883
CC-1464,C10037
CC-1465,C11539
CC-1466,C02000
CC-1467,C05996
CC-1468,C06026
CC-1469,C01209
CC-1470,C01116
CC-1471,C06121
CC-1472,C07513
CC-1473,C02245
CC-1474,C01755
CC-1475,C07671
CC-1476,C10158
CC-1477,C09800
CC-1478,C07221
CC-1479,C01618
CC-1480,C03647
CC-1481,C11958
CC-1482,C05423
CC-1483,C05155
CC-1484,C06650
CC-1485,C13147
CC-1486,C10526
CC-1487,C03231
CC-1488,C12736
CC-1489,C03040
CC-1490,C05454
CC-1491,C11309
CC-1492,C11444
CC-1493,C04762
CC-1494,C06605
CC-1495,C04597
CC-1496,C08842
CC-1497,C05595
CC-1498,C07212
CC-1499,C11339
CC-1500,C03575
CC-1501,C01727
CC-1502,C04072
CC-1503,C02181
CC-1504,C05307
CC-1505,C04361
CC-1506,C10421
CC-1507,C10585
CC-1508,C10165
CC-1509,C01799
CC-1510,C04865
CC-1511,C10164
CC-1512,C09354
CC-1513,C12585
CC-1514,C04034
CC-1515,C03263
CC-1516,C11490
CC-1517,C09363
CC-1518,C11294
CC-1519,C02285
CC-1520,C13407
CC-1521,C05906
CC-1522,C01688
CC-1523,C05490
CC-1524,C09933
CC-1525,C07809
CC-1526,C07638
CC-1527,C07925
CC-1528,C02477
CC-1529,C07508
CC-1530,C02667
CC-1531,C11704
CC-1532,C08374
CC-1533,C05234
CC-1534,C02502
CC-1535,C03218
CC-1536,C08489
CC-1537,C09241
CC-1538,C02147
CC-1539,C03714
CC-1540,C11844
CC-1541,C02250
CC-1542,C09533
CC-1543,C01138
CC-1544,C01040
CC-1545,C04488
CC-1546,C07761
CC-1547,C12900
CC-1548,C13447
CC-1549,C04984
CC-1550,C07936
CC-1551,C05958
CC-1552,C08831
CC-1553,C07646
CC-1554,C11065
CC-1555,C11201
CC-1556,C12061
CC-1557,C08834
CC-1558,C05797
CC-1559,C08288
CC-1560,C03702
CC-1561,C06588
CC-1562,C00854
CC-1563,C05530
CC-1564,C04105
CC-1565,C01328
CC-1566,C10559
CC-1567,C04350
CC-1568,C00466
CC-1569,C10837
CC-1570,C02480
CC-1571,C07220
CC-1572,C10957
CC-1573,C12987
CC-1574,C05245
CC-1575,C13449
CC-1576,C01155
CC-1577,C08646
CC-1578,C03234
CC-1579,C09165
CC-1580,C07518
CC-1581,C05678
CC-1582,C07027
CC-1583,C13440
CC-1584,C00296
CC-1585,C12111
CC-1586,C05307
CC-1587,C05560
CC-1588,C00768
CC-1589,C08623
CC-1590,C06464
CC-1591,C12036
CC-1592,C10421
CC-1593,C11597
CC-1594,C12897
CC-1595,C06947
CC-1596,C04571
CC-1597,C01166
CC-1598,C09471
CC-1599,C06247
CC-1600,C03598
CC-1601,C00405
CC-1602,C05303
CC-1603,C11247
CC-1604,C03341
CC-1605,C00280
CC-1606,C03488
CC-1607,C07050
CC-1608,C01890
CC-1609,C06942
CC-1610,C04034
CC-1611,C04597
CC-1612,C05192
CC-1613,C08374
CC-1614,C11807
CC-1615,C06005
CC-1616,C00728
CC-1617,C02902
CC-1618,C12680
CC-1619,C12966
CC-1620,C01109
CC-1621,C03360
CC-1622,C04108
CC-1623,C09260
CC-1624,C06962
CC-1625,C06728
CC-1626,C11053
CC-1627,C11522
CC-1628,C05689
CC-1629,C02477
CC-1630,C07073
CC-1631,C02545
CC-1632,C05174
CC-1633,C01224
CC-1634,C00667
CC-1635,C08597
CC-1636,C05243
CC-1637,C09664
CC-1638,C07871
CC-1639,C10553
CC-1640,C07855
CC-1641,C11847
CC-1642,C03019
CC-1643,C06630
CC-1644,C00329
CC-1645,C09582
CC-1646,C01040
CC-1647,C07872
CC-1648,C07867
CC-1649,C11595
CC-1650,C06598
CC-1651,C08831
CC-1652,C09899
CC-1653,C04537
CC-1654,C04965
CC-1655,C05467
CC-1656,C11919
CC-1657,C00956
CC-1658,C02897
CC-1659,C08290
CC-1660,C04248
CC-1661,C00426
CC-1662,C01122
CC-1663,C08391
CC-1664,C04361
CC-1665,C03047
CC-1666,C13440
CC-1667,C02147
CC-1668,C12987
CC-1669,C12517
CC-1670,C04984
CC-1671,C11143
CC-1672,C05551
CC-1673,C12382
CC-1674,C12166
CC-1675,C01178
CC-1676,C05747
CC-1677,C08727
CC-1678,C04196
CC-1679,C11329
CC-1680,C11855
CC-1681,C05600
CC-1682,C09933
CC-1683,C00259
CC-1684,C10962
CC-1685,C10127
CC-1686,C05029
CC-1687,C07448
CC-1688,C06742
CC-1689,C08587
CC-1690,C01155
CC-1691,C10114
CC-1692,C00405
CC-1693,C12785
CC-1694,C05423
CC-1695,C10364
CC-1696,C06956
CC-1697,C03575
CC-1698,C11871
CC-1699,C02354
CC-1700,C08646
CC-1701,C01525
CC-1702,C05487
CC-1703,C11000
CC-1704,C08605
CC-1705,C05985
CC-1706,C02205
CC-1707,C09471
CC-1708,C00466
CC-1709,C06067
CC-1710,C05585
CC-1711,C10634
CC-1712,C02231
CC-1713,C10852
CC-1714,C10010
CC-1715,C13171
CC-1716,C04105
CC-1717,C08909
CC-1718,C11554
CC-1719,C07256
CC-1720,C00450
CC-1721,C01755
CC-1722,C09799
CC-1723,C07743
CC-1724,C08945
CC-1725,C03786
CC-1726,C12900
CC-1727,C07648
CC-1728,C04072
CC-1729,C10333
CC-1730,C06744
CC-1731,C04446
CC-1732,C07840
CC-1733,C06962
CC-1734,C04034
CC-1735,C04248
CC-1736,C08106
CC-1737,C12399
CC-1738,C13447
CC-1739,C02753
CC-1740,C12682
CC-1741,C09939
CC-1742,C11958
CC-1743,C11034
CC-1744,C09149
CC-1745,C01765
CC-1746,C11906
CC-1747,C11509
CC-1748,C02902
CC-1749,C01982
CC-1750,C01154
CC-1751,C13086
CC-1752,C12901
CC-1753,C09165
CC-1754,C13372
CC-1755,C10422
CC-1756,C11444
CC-1757,C00614
CC-1758,C07185
CC-1759,C07220
CC-1760,C04185
CC-1761,C03527
CC-1762,C13507
CC-1763,C04046
CC-1764,C03831
CC-1765,C06464
CC-1766,C02545
CC-1767,C01109
CC-1768,C02231
CC-1769,C11143
CC-1770,C10837
CC-1771,C05307
CC-1772,C06630
CC-1773,C09800
CC-1774,C13407
CC-1775,C05967
CC-1776,C13440
CC-1777,C10745
CC-1778,C04803
CC-1779,C09241
CC-1780,C03714
CC-1781,C13081
CC-1782,C06024
CC-1783,C00854
CC-1784,C07518
CC-1785,C01166
CC-1786,C02686
CC-1787,C08256
CC-1788,C11294
CC-1789,C04860
CC-1790,C11031
CC-1791,C13254
CC-1792,C05039
CC-1793,C03218
CC-1794,C08918
CC-1795,C08913
CC-1796,C08450
CC-1797,C10962
CC-1798,C10421
CC-1799,C13364
CC-1800,C10137
CC-1801,C09468
CC-1802,C05484
CC-1803,C12897
CC-1804,C00728
CC-1805,C04965
CC-1806,C08662
CC-1807,C13036
CC-1808,C09301
CC-1809,C11577
CC-1810,C04196
CC-1811,C10164
CC-1812,C00018
CC-1813,C09274
CC-1814,C09363
CC-1815,C06663
CC-1816,C07073
CC-1817,C12982
CC-1818,C07513
CC-1819,C04865
CC-1820,C06208
CC-1821,C07212
CC-1822,C09471
CC-1823,C11496
CC-1824,C05560
CC-1825,C02502
CC-1826,C01744
CC-1827,C04072
CC-1828,C08943
CC-1829,C01784
CC-1830,C02780
CC-1831,C00952
CC-1832,C06744
CC-1833,C01727
CC-1834,C08455
CC-1835,C04361
CC-1836,C06906
CC-1837,C12680
CC-1838,C10838
CC-1839,C05390
CC-1840,C09530
CC-1841,C07033
CC-1842,C09999
CC-1843,C04346
CC-1844,C10634
CC-1845,C08727
CC-1846,C03738
CC-1847,C00606
CC-1848,C03341
CC-1849,C02250
CC-1850,C11227
CC-1851,C09691
CC-1852,C03971
CC-1853,C06986
CC-1854,C06031
CC-1855,C08489
CC-1856,C11844
CC-1857,C02554
CC-1858,C03405
CC-1859,C12258
CC-1860,C09742
CC-1861,C13268
CC-1862,C09884
CC-1863,C03598
CC-1864,C00426
CC-1865,C11000
CC-1866,C09165
CC-1867,C01040
CC-1868,C07872
CC-1869,C07086
CC-1870,C12166
CC-1871,C08290
CC-1872,C10760
CC-1873,C12028
CC-1874,C10900
CC-1875,C11309
CC-1876,C09663
CC-1877,C02902
CC-1878,C02502
CC-1879,C13407
CC-1880,C12578
CC-1881,C03571
CC-1882,C09806
CC-1883,C01010
CC-1884,C06299
CC-1885,C08450
CC-1886,C08108
CC-1887,C03181
CC-1888,C05029
CC-1889,C01140
CC-1890,C03040
CC-1891,C08455
CC-1892,C09800
CC-1893,C04984
CC-1894,C05142
CC-1895,C05967
CC-1896,C10320
CC-1897,C12991
CC-1898,C01333
CC-1899,C05916
CC-1900,C03433
CC-1901,C03778
CC-1902,C06962
CC-1903,C07227
CC-1904,C00956
CC-1905,C09804
CC-1906,C11958
CC-1907,C05245
CC-1908,C07870
CC-1909,C12961
CC-1910,C06606
CC-1911,C01109
CC-1912,C09274
CC-1913,C07855
CC-1914,C03708
CC-1915,C05307
CC-1916,C13256
CC-1917,C01719
CC-1918,C06940
CC-1919,C09868
CC-1920,C10553
CC-1921,C01426
CC-1922,C07221
CC-1923,C13095
CC-1924,C03558
CC-1925,C13171
CC-1926,C11847
CC-1927,C12897
CC-1928,C04775
CC-1929,C06464
CC-1930,C00750
CC-1931,C11227
CC-1932,C06598
CC-1933,C06795
CC-1934,C07162
CC-1935,C08288
CC-1936,C04072
CC-1937,C05958
CC-1938,C03096
CC-1939,C07180
CC-1940,C03824
CC-1941,C11642
CC-1942,C01295
CC-1943,C11933
CC-1944,C03273
CC-1945,C03019
CC-1946,C11709
CC-1947,C04108
CC-1948,C05381
CC-1949,C04446
CC-1950,C09047
CC-1951,C02147
CC-1952,C10935
CC-1953,C07648
CC-1954,C09939
CC-1955,C07185
CC-1956,C00889
CC-1957,C08348
CC-1958,C00051
CC-1959,C01138
CC-1960,C09471
CC-1961,C13364
CC-1962,C06630
CC-1963,C07518
CC-1964,C12942
CC-1965,C10837
CC-1966,C09665
CC-1967,C13392
CC-1968,C00391
CC-1969,C04865
CC-1970,C07614
CC-1971,C06437
CC-1972,C09800
CC-1973,C07508
CC-1974,C11597
CC-1975,C01727
CC-1976,C06906
CC-1977,C10207
CC-1978,C11554
CC-1979,C02226
CC-1980,C10092
CC-1981,C12412
CC-1982,C07522
CC-1983,C12160
CC-1984,C05996
CC-1985,C01638
CC-1986,C04968
CC-1987,C03933
CC-1988,C03218
CC-1989,C11958
CC-1990,C01966
CC-1991,C08072
CC-1992,C01982
CC-1993,C10045
CC-1994,C02250
CC-1995,C10388
CC-1996,C06855
CC-1997,C06663
CC-1998,C00294
CC-1999,C05141
CC-2000,C08799
CC-2001,C09249
CC-2002,C02245
CC-2003,C13268
CC-2004,C12982
CC-2005,C08489
CC-2006,C03047
CC-2007,C03650
CC-2008,C00604
CC-2009,C13163
CC-2010,C05245
CC-2011,C07987
CC-2012,C11496
CC-2013,C09354
CC-2014,C03341
CC-2015,C04965
CC-2016,C08190
CC-2017,C12305
CC-2018,C11199
CC-2019,C06190
CC-2020,C12897
CC-2021,C11239
CC-2022,C00426
CC-2023,C09363
CC-2024,C00259
CC-2025,C12586
CC-2026,C04893
CC-2027,C02181
CC-2028,C04641
CC-2029,C00637
CC-2030,C01109
CC-2031,C10137
CC-2032,C08450
CC-2033,C12961
CC-2034,C06059
CC-2035,C06134
CC-2036,C10320
CC-2037,C07035
CC-2038,C09947
CC-2039,C07612
CC-2040,C07227
CC-2041,C04150
CC-2042,C07053
CC-2043,C08746
CC-2044,C03040
CC-2045,C01810
CC-2046,C01846
CC-2047,C03676
CC-2048,C00938
CC-2049,C13514
CC-2050,C01155
CC-2051,C02354
CC-2052,C13410
CC-2053,C12966
CC-2054,C05791
CC-2055,C11156
CC-2056,C11998
CC-2057,C02716
CC-2058,C09159
CC-2059,C13171
CC-2060,C11291
CC-2061,C04424
CC-2062,C04022
CC-2063,C13328
CC-2064,C07981
CC-2065,C08374
CC-2066,C04313
CC-2067,C11709
CC-2068,C03488
CC-2069,C04034
CC-2070,C10276
CC-2071,C10553
CC-2072,C05747
CC-2073,C11780
CC-2074,C07513
CC-2075,C01347
CC-2076,C05551
CC-2077,C12211
CC-2078,C08375
CC-2079,C08466
CC-2080,C10526
CC-2081,C06855
CC-2082,C01563
CC-2083,C11000
CC-2084,C05906
CC-2085,C11919
CC-2086,C11257
CC-2087,C07987
CC-2088,C00463
CC-2089,C02000
CC-2090,C13440
CC-2091,C08111
CC-2092,C09249
CC-2093,C12942
CC-2094,C00820
CC-2095,C12682
CC-2096,C08980
CC-2097,C01116
CC-2098,C02897
CC-2099,C03019
CC-2100,C03394
CC-2101,C07872
CC-2102,C12646
CC-2103,C11597
CC-2104,C02000
CC-2105,C05381
CC-2106,C05307
CC-2107,C07648
CC-2108,C03050
CC-2109,C07508
CC-2110,C08945
CC-2111,C12258
CC-2112,C04172
CC-2113,C06962
CC-2114,C11010
CC-2115,C02902
CC-2116,C06940
CC-2117,C02147
CC-2118,C11496
CC-2119,C08489
CC-2120,C12773
CC-2121,C08106
CC-2122,C09274
CC-2123,C05008
CC-2124,C05215
CC-2125,C11509
CC-2126,C02245
CC-2127,C13005
CC-2128,C01765
CC-2129,C08748
CC-2130,C10835
CC-2131,C11958
CC-2132,C03630
CC-2133,C10137
CC-2134,C06362
CC-2135,C10127
CC-2136,C02377
CC-2137,C10760
CC-2138,C04921
CC-2139,C08391
CC-2140,C00400
CC-2141,C09800
CC-2142,C10442
CC-2143,C11143
CC-2144,C13036
CC-2145,C12291
CC-2146,C11929
CC-2147,C06339
CC-2148,C00889
CC-2149,C05245
CC-2150,C10837
CC-2151,C05289
CC-2152,C09757
CC-2153,C00426
CC-2154,C04597
CC-2155,C09602
CC-2156,C05097
CC-2157,C05294
CC-2158,C10055
CC-2159,C06511
CC-2160,C01370
CC-2161,C09173
CC-2162,C06313
CC-2163,C13081
CC-2164,C04848
CC-2165,C01104
CC-2166,C01521
CC-2167,C06630
CC-2168,C12658
CC-2169,C06948
CC-2170,C02883
CC-2171,C03843
CC-2172,C05560
CC-2173,C05029
CC-2174,C08363
CC-2175,C02250
CC-2176,C12028
CC-2177,C02111
CC-2178,C10422
CC-2179,C10263
CC-2180,C04072
CC-2181,C05312
CC-2182,C06954
CC-2183,C08450
CC-2184,C00210
CC-2185,C07867
CC-2186,C04715
CC-2187,C02354
CC-2188,C11709
CC-2189,C01459
CC-2190,C00871
CC-2191,C13407
CC-2192,C01002
CC-2193,C11227
CC-2194,C00750
CC-2195,C01154
CC-2196,C10305
CC-2197,C05011
CC-2198,C00294
CC-2199,C02502
CC-2200,C04618
CC-2201,C04865
CC-2202,C04248
CC-2203,C10770
CC-2204,C03047
CC-2205,C09803
CC-2206,C04258
CC-2207,C06117
CC-2208,C12717
CC-2209,C06121
CC-2210,C13095
CC-2211,C04776
CC-2212,C10957
CC-2213,C03341
CC-2214,C06940
CC-2215,C00938
CC-2216,C07997
CC-2217,C07518
CC-2218,C10890
CC-2219,C05263
CC-2220,C11965
CC-2221,C10390
CC-2222,C11509
CC-2223,C13372
CC-2224,C10164
CC-2225,C06598
CC-2226,C00768
CC-2227,C11847
CC-2228,C00728
CC-2229,C09246
CC-2230,C06788
CC-2231,C12987
CC-2232,C10559
CC-2233,C03412
CC-2234,C06464
CC-2235,C01982
CC-2236,C08375
CC-2237,C06303
CC-2238,C00745
CC-2239,C04313
CC-2240,C04046
CC-2241,C04010
CC-2242,C01426
CC-2243,C10933
CC-2244,C13171
CC-2245,C04108
CC-2246,C03598
CC-2247,C11923
CC-2248,C07562
CC-2249,C00969
CC-2250,C06420
CC-2251,C09301
CC-2252,C02554
CC-2253,C12094
CC-2254,C08944
CC-2255,C00580
CC-2256,C02559
CC-2257,C02716
CC-2258,C05678
CC-2259,C00426
CC-2260,C00329
CC-2261,C02094
CC-2262,C00841
CC-2263,C13404
CC-2264,C06744
CC-2265,C02456
CC-2266,C07872
CC-2267,C10010
CC-2268,C10526
CC-2269,C07180
CC-2270,C05871
CC-2271,C09657
CC-2272,C07990
CC-2273,C12028
CC-2274,C08943
CC-2275,C08632
CC-2276,C07981
CC-2277,C12265
CC-2278,C12897
CC-2279,C07648
CC-2280,C01155
CC-2281,C13254
CC-2282,C12517
CC-2283,C03696
CC-2284,C07944
CC-2285,C06036
CC-2286,C00796
CC-2287,C01333
CC-2288,C07845
CC-2289,C12900
CC-2290,C03427
CC-2291,C12061
CC-2292,C11309
CC-2293,C11257
CC-2294,C09616
CC-2295,C07293
CC-2296,C10760
CC-2297,C04834
CC-2298,C11055
CC-2299,C08831
CC-2300,C02147
CC-2301,C07855
CC-2302,C09274
CC-2303,C09471
CC-2304,C07614
CC-2305,C06779
CC-2306,C05530
CC-2307,C00294
CC-2308,C06855
CC-2309,C08256
CC-2310,C01109
CC-2311,C02139
CC-2312,C11709
CC-2313,C07841
CC-2314,C07508
CC-2315,C12251
CC-2316,C11713
CC-2317,C12111
CC-2318,C10733
CC-2319,C01563
CC-2320,C02639
CC-2321,C10898
CC-2322,C11522
CC-2323,C07562
CC-2324,C07505
CC-2325,C07743
CC-2326,C09076
CC-2327,C08945
CC-2328,C06024
CC-2329,C04775
CC-2330,C10757
CC-2331,C12717
CC-2332,C08288
CC-2333,C13147
CC-2334,C04072
CC-2335,C02780
CC-2336,C03278
CC-2337,C01982
CC-2338,C00728
CC-2339,C10879
CC-2340,C04346
CC-2341,C01685
CC-2342,C06906
CC-2343,C09800
CC-2344,C06059
CC-2345,C06630
CC-2346,C08913
CC-2347,C11539
CC-2348,C09249
CC-2349,C10399
CC-2350,C12136
CC-2351,C00768
CC-2352,C06121
CC-2353,C11413
CC-2354,C11749
CC-2355,C07194
CC-2356,C09806
CC-2357,C04965
CC-2358,C03218
CC-2359,C08989
CC-2360,C10601
CC-2361,C08072
CC-2362,C10520
CC-2363,C11597
CC-2364,C07867
CC-2365,C09803
CC-2366,C01377
CC-2367,C09149
CC-2368,C01890
CC-2369,C10906
CC-2370,C05876
CC-2371,C05957
CC-2372,C09121
CC-2373,C11496
CC-2374,C04571
CC-2375,C01104
CC-2376,C03474
CC-2377,C07523
CC-2378,C01755
CC-2379,C00513
CC-2380,C00334
CC-2381,C01116
CC-2382,C02716
CC-2383,C06962
CC-2384,C03637
CC-2385,C08281
CC-2386,C06147
CC-2387,C01730
CC-2388,C04280
CC-2389,C11958
CC-2390,C04034
CC-2391,C08597
CC-2392,C07990
CC-2393,C04597
CC-2394,C08962
CC-2395,C09657
CC-2396,C02147
CC-2397,C06269
CC-2398,C13364
CC-2399,C06026
CC-2400,C02923
CC-2401,C02810
CC-2402,C02639
CC-2403,C12983
CC-2404,C07562
CC-2405,C07919
CC-2406,C11309
CC-2407,C08014
CC-2408,C12744
CC-2409,C07212
CC-2410,C07394
CC-2411,C09855
CC-2412,C10715
CC-2413,C00942
CC-2414,C04776
CC-2415,C11509
CC-2416,C07981
CC-2417,C12897
CC-2418,C06855
CC-2419,C07925
CC-2420,C05061
CC-2421,C09876
CC-2422,C09471
CC-2423,C11031
CC-2424,C03047
CC-2425,C07969
CC-2426,C02945
CC-2427,C04024
CC-2428,C13407
CC-2429,C03872
CC-2430,C09076
CC-2431,C06190
CC-2432,C02354
CC-2433,C05967
CC-2434,C11522
CC-2435,C00889
CC-2436,C03925
CC-2437,C05381
CC-2438,C10837
CC-2439,C05704
CC-2440,C03707
CC-2441,C13227
CC-2442,C02618
CC-2443,C01765
CC-2444,C05712
CC-2445,C09246
CC-2446,C01719
CC-2447,C12265
CC-2448,C11496
CC-2449,C12690
CC-2450,C00197
CC-2451,C06744
CC-2452,C00728
CC-2453,C08450
CC-2454,C13171
CC-2455,C02177
CC-2456,C09939
CC-2457,C03950
CC-2458,C13423
CC-2459,C02342
CC-2460,C06075
CC-2461,C01138
CC-2462,C04046
CC-2463,C03786
CC-2464,C09800
CC-2465,C11844
CC-2466,C09557
CC-2467,C01721
CC-2468,C13440
CC-2469,C13119
CC-2470,C07612
CC-2471,C12705
CC-2472,C11294
CC-2473,C10016
CC-2474,C06208
CC-2475,C06663
CC-2476,C07338
CC-2477,C04542
CC-2478,C10955
CC-2479,C11964
CC-2480,C04597
CC-2481,C11919
CC-2482,C05231
CC-2483,C11000
CC-2484,C00267
CC-2485,C01755
CC-2486,C11055
CC-2487,C06228
CC-2488,C09426
CC-2489,C11847
CC-2490,C04965
CC-2491,C02897
CC-2492,C02000
CC-2493,C00952
CC-2494,C06906
CC-2495,C07518
CC-2496,C00094
CC-2497,C11187
CC-2498,C11500
CC-2499,C05678
CC-2500,C08391
CC-2501,C08489
CC-2502,C05245
CC-2503,C04108
CC-2504,C12385
CC-2505,C06630
CC-2506,C00294
CC-2507,C02320
CC-2508,C10559
CC-2509,C01339
CC-2510,C07841
CC-2511,C06130
CC-2512,C12982
CC-2513,C13407
CC-2514,C01627
CC-2515,C07648
CC-2516,C06942
CC-2517,C06940
CC-2518,C09698
CC-2519,C03019
CC-2520,C09241
CC-2521,C09803
CC-2522,C11842
CC-2523,C10553
CC-2524,C05029
CC-2525,C09657
CC-2526,C06962
CC-2527,C10752
CC-2528,C12900
CC-2529,C05127
CC-2530,C11522
CC-2531,C02330
CC-2532,C08943
CC-2533,C12991
CC-2534,C02902
CC-2535,C10422
CC-2536,C11539
CC-2537,C12295
CC-2538,C01982
CC-2539,C06220
CC-2540,C03095
CC-2541,C07212
CC-2542,C11475
CC-2543,C03738
CC-2544,C01350
CC-2545,C02545
CC-2546,C08945
CC-2547,C11444
CC-2548,C00768
CC-2549,C09471
CC-2550,C06024
CC-2551,C12680
CC-2552,C10010
CC-2553,C01377
CC-2554,C03125
CC-2555,C08944
CC-2556,C00969
CC-2557,C02902
CC-2558,C00368
CC-2559,C03708
CC-2560,C05381
CC-2561,C12897
CC-2562,C04727
CC-2563,C06991
CC-2564,C09149
CC-2565,C09933
CC-2566,C08953
CC-2567,C08196
CC-2568,C11381
CC-2569,C11413
CC-2570,C13372
CC-2571,C09557
CC-2572,C11309
CC-2573,C09354
CC-2574,C01149
CC-2575,C06464
CC-2576,C01116
CC-2577,C11472
CC-2578,C03474
CC-2579,C08281
CC-2580,C09274
CC-2581,C04776
CC-2582,C13081
CC-2583,C08206
CC-2584,C08918
CC-2585,C12517
CC-2586,C06855
CC-2587,C00728
CC-2588,C07185
CC-2589,C02354
CC-2590,C07562
CC-2591,C11633
CC-2592,C03285
CC-2593,C04597
CC-2594,C00637
CC-2595,C00426
CC-2596,C09301
CC-2597,C12991
CC-2598,C04386
CC-2599,C05369
CC-2600,C07614
CC-2601,C12111
CC-2602,C04072
CC-2603,C02147
CC-2604,C09337
CC-2605,C02181
CC-2606,C04965
CC-2607,C06663
CC-2608,C09868
CC-2609,C08256
CC-2610,C01269
CC-2611,C12942
CC-2612,C00400
CC-2613,C09983
CC-2614,C07792
CC-2615,C07638
CC-2616,C10306
CC-2617,C11158
CC-2618,C10381
CC-2619,C01966
CC-2620,C10390
CC-2621,C01109
CC-2622,C02250
CC-2623,C01489
CC-2624,C01828
CC-2625,C00889
CC-2626,C01525
CC-2627,C06437
CC-2628,C10349
CC-2629,C07518
CC-2630,C07879
CC-2631,C04587
CC-2632,C11842
CC-2633,C11597
CC-2634,C05381
CC-2635,C00750
CC-2636,C00114
CC-2637,C11595
CC-2638,C07354
CC-2639,C05445
CC-2640,C03040
CC-2641,C02653
CC-2642,C01089
CC-2643,C05307
CC-2644,C03786
CC-2645,C11143
CC-2646,C09657
CC-2647,C08478
CC-2648,C01363
CC-2649,C03528
CC-2650,C06940
CC-2651,C05153
CC-2652,C11201
CC-2653,C04446
CC-2654,C09530
CC-2655,C12492
CC-2656,C02502
CC-2657,C12036
CC-2658,C04024
CC-2659,C03341
CC-2660,C07338
CC-2661,C08918
CC-2662,C04776
CC-2663,C12987
CC-2664,C02231
CC-2665,C12028
CC-2666,C03856
CC-2667,C07204
CC-2668,C09601
CC-2669,C03363
CC-2670,C01909
CC-2671,C07794
CC-2672,C10308
CC-2673,C11923
CC-2674,C05061
CC-2675,C09791
CC-2676,C05868
CC-2677,C04105
CC-2678,C04571
CC-2679,C10127
CC-2680,C00466
CC-2681,C01154
CC-2682,C01109
CC-2683,C09274
CC-2684,C01656
CC-2685,C01035
CC-2686,C01618
CC-2687,C06836
CC-2688,C12744
CC-2689,C09735
CC-2690,C11464
CC-2691,C11000
CC-2692,C11747
CC-2693,C10026
CC-2694,C01521
CC-2695,C00773
CC-2696,C04352
CC-2697,C02902
CC-2698,C00952
CC-2699,C11919
CC-2700,C05359
CC-2701,C12598
CC-2702,C10559
CC-2703,C00094
CC-2704,C08945
CC-2705,C09885
CC-2706,C04004
CC-2707,C08391
CC-2708,C02949
CC-2709,C07076
CC-2710,C11871
CC-2711,C07185
CC-2712,C12680
CC-2713,C02716
CC-2714,C07867
CC-2715,C10421
CC-2716,C13171
CC-2717,C02923
CC-2718,C08831
CC-2719,C07981
CC-2720,C04294
CC-2721,C11509
CC-2722,C08635
CC-2723,C02513
CC-2724,C10955
CC-2725,C06750
CC-2726,C03474
CC-2727,C12634
CC-2728,C06660
CC-2729,C00294
CC-2730,C13147
CC-2731,C05423
CC-2732,C06899
CC-2733,C01525
CC-2734,C01996
CC-2735,C10285
CC-2736,C04108
CC-2737,C07513
CC-2738,C04965
CC-2739,C04537
CC-2740,C00681
CC-2741,C04938
CC-2742,C12680
CC-2743,C03708
CC-2744,C00059
CC-2745,C09490
CC-2746,C11844
CC-2747,C05470
CC-2748,C09420
CC-2749,C10287
CC-2750,C07220
CC-2751,C09939
CC-2752,C11970
CC-2753,C11388
CC-2754,C02502
CC-2755,C02609
CC-2756,C06437
CC-2757,C05958
CC-2758,C10127
CC-2759,C08014
CC-2760,C05245
CC-2761,C04034
CC-2762,C06962
CC-2763,C02079
CC-2764,C02320
CC-2765,C12987
CC-2766,C09529
CC-2767,C11929
CC-2768,C02963
CC-2769,C10508
CC-2770,C09800
CC-2771,C03047
CC-2772,C04105
CC-2773,C08807
CC-2774,C00768
CC-2775,C08391
CC-2776,C07267
CC-2777,C02181
CC-2778,C03231
CC-2779,C01002
CC-2780,C02031
CC-2781,C04196
CC-2782,C03040
CC-2783,C01109
CC-2784,C12942
CC-2785,C00942
CC-2786,C07858
CC-2787,C12166
CC-2788,C11188
CC-2789,C09354
CC-2790,C12811
CC-2791,C10957
CC-2792,C04046
CC-2793,C08913
CC-2794,C01063
CC-2795,C11539
CC-2796,C09791
CC-2797,C02147
