TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_12,id_13,id_14,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3092277,-10.0,53325.0,0.0,0.0,0.0,-5.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,
3098398,-5.0,27628.0,0.0,0.0,0.0,0.0,Found,49.0,-360.0,Mac OS X 10_13_2,safari generic,24.0,1280x800,match_status:2,T,T,F,T,desktop,MacOS
3098321,-15.0,70161.0,,,0.0,0.0,NotFound,58.0,,,chrome 61.0 for android,,,,F,F,T,T,mobile,SAMSUNG-SM-G928A Build/NRD90M
3114302,-10.0,142621.0,,,0.0,0.0,NotFound,63.0,-300.0,Windows 7,ie 11.0 for desktop,24.0,1440x900,match_status:2,T,F,F,T,desktop,Trident/7.0
3118727,-5.0,55683.0,0.0,0.0,0.0,0.0,NotFound,52.0,-300.0,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3103756,-5.0,20671.0,0.0,0.0,1.0,0.0,Found,49.0,-360.0,Mac OS X 10_13_2,safari generic,24.0,1280x800,match_status:2,T,T,F,T,desktop,MacOS
3109242,0.0,44949.0,0.0,0.0,0.0,0.0,NotFound,,-300.0,Mac OS X 10_12_6,safari generic,24.0,1280x800,match_status:2,T,T,T,T,desktop,MacOS
3092204,-5.0,161909.0,,,0.0,0.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3118828,-5.0,194983.0,0.0,0.0,2.0,-12.0,NotFound,49.0,,,chrome 50.0 for android,,,,F,F,T,F,mobile,SM-J500M Build/MMB29M
3109260,-30.0,153095.0,,,0.0,0.0,NotFound,63.0,,,firefox 57.0,,,,F,F,F,T,desktop,Windows
3098265,-5.0,173645.0,0.0,0.0,0.0,0.0,NotFound,49.0,-300.0,iOS 11.2.1,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3103816,-5.0,21677.0,0.0,0.0,0.0,-12.0,NotFound,49.0,-360.0,Mac OS X 10_9_5,chrome 63.0,24.0,1280x800,match_status:2,T,F,T,F,desktop,MacOS
3103836,0.0,90691.0,,,2.0,-35.0,NotFound,,-480.0,iOS 11.2.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3109169,-5.0,101438.0,,,0.0,0.0,NotFound,49.0,-300.0,Mac OS X 10_10_5,safari generic,24.0,1920x1200,match_status:2,T,F,T,F,desktop,MacOS
3092355,-10.0,82814.0,0.0,0.0,0.0,-5.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,
3118823,-5.0,68307.0,,,1.0,-8.0,NotFound,49.0,-360.0,iOS 11.2.1,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,F,mobile,iOS Device
3092289,-10.0,40788.0,0.0,0.0,0.0,-5.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,
3098391,-10.0,88611.0,0.0,0.0,0.0,0.0,Found,49.0,-300.0,iOS 11.2.1,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3098377,-15.0,320410.0,0.0,0.0,0.0,0.0,NotFound,43.0,,,chrome 61.0 for android,,,,F,F,T,T,mobile,SAMSUNG-SM-G928A Build/NRD90M
3114251,0.0,64224.0,,,3.0,-12.0,NotFound,,-300.0,Android 5.1.1,chrome generic,32.0,,match_status:2,T,F,T,T,mobile,SAMSUNG
3092342,0.0,202996.0,0.0,0.0,6.0,-30.0,NotFound,,,,chrome 62.0 for android,,,,F,F,T,T,mobile,Moto C Plus Build/NRD90M.05.034
3114219,-5.0,270379.0,,,0.0,0.0,NotFound,49.0,-360.0,iOS 11.1.2,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3109227,-5.0,116904.0,,,0.0,0.0,NotFound,52.0,-300.0,Windows 7,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3092320,-5.0,75891.0,,,0.0,0.0,NotFound,52.0,-360.0,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3109245,-5.0,77097.0,0.0,0.0,0.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 62.0,24.0,1680x1050,match_status:2,T,F,T,F,desktop,Windows
3098287,0.0,65534.0,,,0.0,0.0,NotFound,,-420.0,iOS 11.0.0,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3114337,-5.0,23972.0,0.0,0.0,0.0,-11.0,Found,52.0,-300.0,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3114303,-5.0,18839.0,0.0,0.0,0.0,-11.0,Found,52.0,-300.0,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3098444,-5.0,56731.0,,,21.0,-10.0,NotFound,49.0,-300.0,iOS 11.2.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3114306,-5.0,30899.0,0.0,0.0,0.0,-11.0,Found,52.0,-300.0,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3114344,-5.0,147728.0,,,11.0,-12.0,NotFound,49.0,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3109313,-5.0,250696.0,,,0.0,0.0,NotFound,52.0,-300.0,Windows 7,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
3103830,-5.0,140530.0,,,0.0,0.0,NotFound,49.0,-420.0,iOS 11.2.0,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3086516,-5.0,147266.0,0.0,0.0,0.0,0.0,NotFound,52.0,-360.0,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3109268,-5.0,143797.0,,,0.0,0.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3092297,-25.0,117933.0,,,21.0,-32.0,NotFound,49.0,-420.0,iOS 11.1.2,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,F,F,mobile,iOS Device
3109332,0.0,64539.0,0.0,0.0,0.0,0.0,Found,,-300.0,Mac OS X 10_12_6,safari generic,24.0,1280x800,match_status:2,T,T,T,T,desktop,MacOS
3114240,0.0,74690.0,,,20.0,-100.0,NotFound,,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3103822,-5.0,122174.0,,,0.0,0.0,NotFound,49.0,-360.0,iOS 11.2.1,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,T,F,mobile,iOS Device
3109274,-5.0,83775.0,,,0.0,0.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3103872,-5.0,59495.0,,,,,NotFound,49.0,-360.0,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3103893,0.0,164814.0,,,0.0,0.0,NotFound,,-480.0,iOS 11.1.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3103862,-5.0,142976.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3098310,-5.0,130848.0,,,0.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3114277,0.0,47241.0,0.0,0.0,0.0,0.0,NotFound,,-420.0,Mac OS X 10_12_5,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
3114252,0.0,55822.0,0.0,0.0,0.0,0.0,Found,,-420.0,Mac OS X 10_12_5,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
3092337,-5.0,79188.0,,,0.0,0.0,Found,52.0,-300.0,Windows 7,chrome 63.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3118853,-5.0,42070.0,0.0,0.0,0.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3114292,0.0,117917.0,,,0.0,0.0,NotFound,,-300.0,iOS 10.2.1,mobile safari generic,32.0,2048x1536,match_status:2,T,F,T,T,mobile,iOS Device
3086436,-5.0,63110.0,,,11.0,-22.0,NotFound,49.0,-300.0,iOS 11.0.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3103881,-5.0,113108.0,,,0.0,0.0,NotFound,49.0,-300.0,Mac OS X 10.12,firefox 57.0,24.0,1280x800,match_status:2,T,F,T,F,desktop,rv:57.0
3103926,-5.0,170506.0,0.0,0.0,0.0,0.0,NotFound,52.0,-360.0,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3103916,0.0,68213.0,0.0,0.0,0.0,0.0,NotFound,,-480.0,iOS 11.1.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3118890,-5.0,53620.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 11.1.2,chrome 63.0 for ios,32.0,2048x1536,match_status:2,T,F,F,T,mobile,iOS Device
3109356,0.0,163040.0,,,0.0,0.0,NotFound,20.0,,,chrome 63.0 for android,,,,F,F,T,T,mobile,BLADE V8 Build/NRD90M
3098472,-5.0,140645.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3109325,-15.0,,,,,,NotFound,14.0,,,,,,,,,,,,
3103860,-5.0,44631.0,3.0,0.0,4.0,0.0,NotFound,52.0,-360.0,Windows 8.1,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3092438,-5.0,130455.0,,,8.0,-6.0,NotFound,49.0,-420.0,Android 7.0,chrome 61.0 for android,32.0,1920x1080,match_status:2,T,F,T,F,mobile,0PJA2
3109258,-5.0,115861.0,,,0.0,0.0,NotFound,49.0,-480.0,iOS 11.0.3,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3109304,-15.0,,,,,,NotFound,14.0,,,,,,,,,,,,
3109278,0.0,54629.0,0.0,0.0,0.0,0.0,NotFound,,-300.0,Android 7.0,chrome 63.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-G955U Build/NRD90M
3103866,0.0,199121.0,0.0,0.0,0.0,0.0,NotFound,,-360.0,iOS,mobile safari 8.0,32.0,1136x640,match_status:1,T,F,T,T,mobile,iOS Device
3109359,0.0,189349.0,,,11.0,-21.0,NotFound,20.0,,,chrome 63.0 for android,,,,F,F,T,T,mobile,LG-K200 Build/MXB48T
3086402,-5.0,97884.0,0.0,0.0,0.0,-1.0,NotFound,52.0,,,edge 15.0,,,match_status:2,F,F,T,T,desktop,Windows
3109376,-10.0,125640.0,,,1.0,-37.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3092426,-5.0,74361.0,,,0.0,0.0,NotFound,52.0,-480.0,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
3103956,-5.0,78537.0,0.0,0.0,0.0,0.0,NotFound,52.0,-480.0,Windows 7,firefox 57.0,24.0,1440x900,match_status:2,T,F,T,F,desktop,Windows
3103857,0.0,134972.0,,,0.0,0.0,NotFound,,-300.0,Windows 8.1,ie 11.0 for desktop,24.0,2160x1440,match_status:2,T,T,T,T,desktop,Windows
3092358,-5.0,117155.0,,,0.0,0.0,NotFound,49.0,-300.0,Android 7.0,samsung browser 6.2,32.0,1920x1080,match_status:2,T,F,T,F,mobile,SAMSUNG SM-G930A Build/NRD90M
3098480,-5.0,94158.0,,,14.0,-47.0,NotFound,49.0,-300.0,Android 7.1.1,chrome 63.0 for android,32.0,2961x1442,match_status:2,T,F,T,F,mobile,SM-N950U Build/NMF26X
3092389,-5.0,218072.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3086553,-5.0,372772.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 10.3.3,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3098465,-5.0,99197.0,,,0.0,-9.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,
3098386,-5.0,159995.0,,,0.0,0.0,NotFound,52.0,-300.0,Windows 10,edge 15.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3092508,-5.0,97618.0,0.0,0.0,1.0,-37.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3098518,-5.0,234898.0,,,0.0,0.0,NotFound,49.0,-360.0,Mac OS X 10_13_2,safari generic,24.0,3360x2100,match_status:2,T,F,F,F,desktop,MacOS
3098421,-10.0,59222.0,0.0,0.0,0.0,0.0,NotFound,52.0,-480.0,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3118902,-5.0,120047.0,,,0.0,0.0,NotFound,49.0,-600.0,iOS,mobile safari 9.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3098417,-10.0,53471.0,0.0,0.0,0.0,0.0,Found,52.0,-480.0,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3104004,0.0,35191.0,,,0.0,0.0,NotFound,,-300.0,iOS 11.1.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3086514,-25.0,57880.0,,,5.0,-17.0,NotFound,49.0,-300.0,iOS 11.2.0,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,F,mobile,iOS Device
3114402,-20.0,136917.0,,,0.0,-6.0,NotFound,49.0,,,mobile safari generic,,,,F,F,F,F,mobile,
3114416,-5.0,123263.0,3.0,0.0,1.0,0.0,NotFound,25.0,,,firefox 57.0,,,,F,F,T,T,desktop,rv:57.0
3114404,0.0,83082.0,0.0,0.0,15.0,-21.0,NotFound,,-420.0,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3118905,-5.0,164566.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3092424,-5.0,53011.0,0.0,0.0,0.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3114327,-20.0,135780.0,,,0.0,0.0,NotFound,49.0,,,safari generic,,,,F,F,F,T,desktop,
3098511,-15.0,,,,,,NotFound,20.0,,,,,,,,,,,,
3114342,-5.0,85815.0,0.0,0.0,0.0,-65.0,Found,55.0,-300.0,Android,chrome 61.0,32.0,960x540,match_status:2,T,F,T,T,mobile,
3109431,-45.0,789429.0,,,13.0,-13.0,NotFound,49.0,-300.0,Android 7.1.1,chrome 63.0 for android,32.0,,match_status:2,T,F,T,F,mobile,SM-N950U Build/NMF26X
3098517,-5.0,151789.0,,,0.0,-10.0,NotFound,49.0,-300.0,Mac OS X 10_12_6,safari generic,24.0,3360x2100,match_status:2,T,F,F,F,desktop,MacOS
3092509,-5.0,428203.0,,,0.0,0.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3092487,-80.0,119133.0,,,9.0,-43.0,NotFound,49.0,-480.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3118904,-5.0,197014.0,,,18.0,-15.0,NotFound,49.0,-480.0,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,F,mobile,iOS Device
3098556,-5.0,193555.0,0.0,0.0,0.0,-10.0,Found,49.0,-300.0,Mac OS X 10_12_6,safari generic,24.0,3360x2100,match_status:2,T,F,F,F,desktop,MacOS
3092468,-5.0,202655.0,,,0.0,0.0,NotFound,49.0,-300.0,Android 8.1.0,chrome 63.0 for android,32.0,2560x1800,match_status:2,T,F,T,F,mobile,Pixel
3118949,-5.0,128278.0,,,0.0,0.0,NotFound,49.0,-300.0,Mac OS X 10_11_6,safari generic,24.0,1680x1050,match_status:2,T,F,F,F,desktop,MacOS
3092551,-80.0,160953.0,0.0,0.0,9.0,-43.0,Found,49.0,-480.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3086484,-5.0,70567.0,,,0.0,0.0,NotFound,52.0,-360.0,Windows 7,firefox 57.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3092566,-5.0,126200.0,,,0.0,0.0,NotFound,49.0,-360.0,Mac OS X 10_13_2,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,MacOS
3118946,-5.0,78496.0,0.0,0.0,20.0,-15.0,NotFound,49.0,-480.0,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,F,mobile,iOS Device
3103934,-5.0,98871.0,,,0.0,0.0,NotFound,49.0,-300.0,Mac OS X 10_11_6,safari generic,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
3118936,-15.0,,,,,,NotFound,14.0,,,,,,,,,,,,
3098550,-5.0,85942.0,,,0.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3109343,-5.0,188640.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 11.2.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,F,mobile,iOS Device
3114390,0.0,110873.0,,,0.0,0.0,NotFound,,-360.0,iOS 11.2.1,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,T,T,mobile,iOS Device
3092526,0.0,187373.0,,,0.0,0.0,NotFound,,-360.0,iOS 11.2.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3109391,-5.0,32191.0,0.0,0.0,10.0,-8.0,NotFound,52.0,-360.0,Windows 7,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3118972,-15.0,,,,,,NotFound,14.0,,,,,,,,,,,,
3118989,0.0,154140.0,,,0.0,0.0,NotFound,,-480.0,Mac OS X 10_13_2,safari generic,24.0,1280x800,match_status:2,T,F,T,T,desktop,MacOS
3092581,0.0,57046.0,0.0,0.0,0.0,0.0,Found,,-360.0,iOS 11.2.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3086572,-40.0,145797.0,0.0,0.0,25.0,-33.0,Found,18.0,-420.0,Android 7.0,chrome 58.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-N920T Build/NRD90M
3092469,-5.0,177361.0,,,0.0,0.0,NotFound,52.0,-480.0,Windows 10,firefox 57.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3109438,0.0,130287.0,,,1.0,0.0,NotFound,20.0,,,chrome 55.0 for android,,,,F,F,T,T,mobile,BLU ENERGY X PLUS Build/LRX21M
3092524,-5.0,114481.0,,,2.0,0.0,NotFound,49.0,-480.0,Mac OS X 10_12_6,safari generic,24.0,2880x1800,match_status:2,T,F,F,F,desktop,MacOS
3092533,0.0,46876.0,0.0,0.0,0.0,0.0,Found,,-360.0,iOS 11.2.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3118915,-15.0,,,,,,NotFound,14.0,,,,,,,,,,,,
3092556,-5.0,259184.0,,,12.0,-22.0,NotFound,49.0,-300.0,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3092505,0.0,148439.0,,,1.0,-55.0,NotFound,,,,chrome 63.0 for android,,,,F,F,T,T,mobile,LG-H840 Build/NRD90U
3086683,0.0,70140.0,,,0.0,0.0,NotFound,,-360.0,Mac OS X 10_12_6,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
3104026,-5.0,153422.0,0.0,0.0,0.0,0.0,NotFound,49.0,-300.0,,safari generic,,,,F,T,F,T,desktop,
3109446,-5.0,68397.0,0.0,0.0,0.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3114441,0.0,24636.0,,,0.0,0.0,NotFound,,-300.0,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3109364,-5.0,288340.0,0.0,0.0,10.0,-8.0,Found,52.0,-360.0,Windows 7,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3104044,-5.0,105733.0,0.0,0.0,0.0,0.0,Found,49.0,-360.0,iOS 11.2.0,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3114420,0.0,37962.0,0.0,0.0,0.0,0.0,Found,,-300.0,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3109489,-5.0,71873.0,0.0,0.0,0.0,0.0,Found,52.0,-300.0,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3086562,0.0,96458.0,0.0,0.0,0.0,0.0,Found,,-420.0,Mac OS X 10_12_5,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
3086625,-5.0,93886.0,,,0.0,0.0,NotFound,52.0,-300.0,Windows 10,ie 11.0 for desktop,24.0,1440x900,match_status:2,T,F,T,T,desktop,Trident/7.0
3092640,0.0,123320.0,0.0,0.0,0.0,0.0,NotFound,,-300.0,Mac OS X 10_12_5,safari generic,24.0,1280x800,match_status:2,T,T,T,T,desktop,MacOS
3118937,-15.0,,,,,,NotFound,14.0,,,,,,,,,,,,
3104028,-5.0,231652.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3119007,-5.0,61226.0,0.0,0.0,0.0,0.0,NotFound,52.0,-420.0,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3092540,0.0,47349.0,0.0,0.0,1.0,0.0,NotFound,,-480.0,Android 7.0,chrome 63.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-G955U Build/NRD90M
3086579,0.0,265514.0,,,0.0,0.0,NotFound,,-480.0,Android 7.0,chrome 63.0 for android,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG-SM-G891A Build/NRD90M
3118967,-15.0,,,,,,NotFound,14.0,,,,,,,,,,,,
3109444,-5.0,147526.0,,,0.0,0.0,NotFound,49.0,-480.0,iOS 10.1.1,mobile safari 10.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3109387,-5.0,122289.0,,,2.0,-32.0,NotFound,55.0,-300.0,Mac OS X 10_11_4,chrome 63.0,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
3109400,-5.0,197839.0,,,0.0,0.0,NotFound,49.0,-360.0,iOS 10.3.1,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3098501,-5.0,32621.0,0.0,0.0,0.0,0.0,NotFound,52.0,-480.0,Windows 10,chrome 63.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3118975,-15.0,,,,,,NotFound,14.0,,,,,,,,,,,,
3098642,-5.0,26707.0,0.0,0.0,0.0,0.0,Found,52.0,-480.0,Windows 10,chrome 63.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3092503,-80.0,128412.0,,,0.0,0.0,NotFound,49.0,-480.0,Linux,chrome 62.0,24.0,3200x1800,match_status:2,T,F,T,F,desktop,
3086728,-5.0,19791.0,0.0,0.0,0.0,0.0,Found,52.0,-480.0,Windows 10,chrome 63.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3104023,0.0,416990.0,,,0.0,0.0,NotFound,,-480.0,Windows 10,edge 14.0,24.0,,match_status:2,T,T,T,T,desktop,Windows
3104091,-5.0,56438.0,0.0,0.0,2.0,0.0,NotFound,52.0,-480.0,Windows 10,chrome 63.0,24.0,2160x1440,match_status:2,T,F,T,T,desktop,Windows
3109508,-5.0,107994.0,,,0.0,0.0,Found,49.0,-480.0,iOS 11.2.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,F,mobile,iOS Device
3086564,-5.0,179167.0,,,1.0,0.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,
3103964,-15.0,,,,,,NotFound,14.0,,,,,,,,,,,,
3086738,-5.0,78830.0,0.0,0.0,0.0,0.0,Found,52.0,-480.0,Windows 10,chrome 63.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3092547,-5.0,88555.0,,,0.0,0.0,NotFound,52.0,,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3104088,-15.0,,,,,,Found,14.0,,,,,,,,,,,,
3086621,0.0,144505.0,0.0,0.0,0.0,0.0,Found,,-420.0,Mac OS X 10_12_5,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
3114505,-5.0,120817.0,,,0.0,0.0,NotFound,49.0,-480.0,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3098534,-15.0,,,,,,Found,14.0,,,,,,,,,,,,
3109537,-5.0,284896.0,0.0,0.0,0.0,0.0,Found,52.0,-300.0,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3086710,0.0,235447.0,,,2.0,-12.0,NotFound,,-300.0,iOS 9.3.5,mobile safari generic,32.0,1024x768,match_status:2,T,F,T,T,mobile,iOS Device
3086626,-5.0,82322.0,0.0,0.0,0.0,0.0,NotFound,49.0,-300.0,Mac OS X 10_12_3,safari generic,24.0,1440x900,match_status:2,T,F,T,F,desktop,MacOS
3098681,-25.0,131255.0,,,9.0,-32.0,NotFound,49.0,-480.0,iOS 11.0.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3098652,-5.0,135117.0,,,0.0,-7.0,NotFound,25.0,,,samsung browser 6.2,,,,F,F,T,T,mobile,SAMSUNG
3109484,-20.0,326040.0,,,6.0,-19.0,NotFound,49.0,,,mobile safari generic,,,,F,F,F,T,mobile,
3092558,-5.0,193164.0,,,0.0,0.0,NotFound,49.0,-480.0,Mac OS X 10_11_6,chrome 63.0,24.0,2560x1440,match_status:2,T,F,T,F,desktop,MacOS
3103999,-5.0,86333.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 11.1.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,F,mobile,iOS Device
3098647,-5.0,116173.0,,,0.0,0.0,NotFound,49.0,-300.0,Mac OS X 10_13_2,safari generic,24.0,5120x2880,match_status:2,T,F,F,T,desktop,MacOS
3098673,-5.0,86520.0,,,0.0,0.0,NotFound,52.0,-360.0,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3109515,-5.0,94876.0,,,0.0,0.0,NotFound,49.0,-480.0,Mac OS X 10_12_6,chrome 62.0,24.0,5120x2880,match_status:2,T,F,T,F,desktop,MacOS
3114475,-5.0,71610.0,0.0,0.0,0.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3098597,-20.0,112747.0,0.0,0.0,15.0,-33.0,Found,15.0,-300.0,iOS 11.2.1,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,T,T,mobile,iOS Device
