card_key,card1,card2,card3,card4,card5,card6
16568|111.0|150.0|visa|226.0|debit,16568,111.0,150.0,visa,226.0,debit
23063|445.0|150.0|mastercard|224.0|debit,23063,445.0,150.0,mastercard,224.0,debit
21587|275.0|150.0|mastercard|224.0|debit,21587,275.0,150.0,mastercard,224.0,debit
17250|286.0|150.0|visa|226.0|debit,17250,286.0,150.0,visa,226.0,debit
21329|399.0|150.0|american express|223.0|credit,21329,399.0,150.0,american express,223.0,credit
23077|321.0|150.0|visa|226.0|debit,23077,321.0,150.0,visa,226.0,debit
18312|300.0|150.0|visa|226.0|credit,18312,300.0,150.0,visa,226.0,credit
14280|555.0|150.0|visa|226.0|debit,14280,555.0,150.0,visa,226.0,debit
23253|174.0|150.0|visa|226.0|debit,23253,174.0,150.0,visa,226.0,debit
13654|162.0|150.0|visa|226.0|debit,13654,162.0,150.0,visa,226.0,debit
11448|245.0|150.0|visa|226.0|debit,11448,245.0,150.0,visa,226.0,debit
17044|555.0|150.0|visa|226.0|debit,17044,555.0,150.0,visa,226.0,debit
18791|216.0|150.0|mastercard|102.0|credit,18791,216.0,150.0,mastercard,102.0,credit
16512|111.0|150.0|visa|226.0|debit,16512,111.0,150.0,visa,226.0,debit
15899|310.0|150.0|mastercard|224.0|debit,15899,310.0,150.0,mastercard,224.0,debit
14091|555.0|135.0|visa|226.0|debit,14091,555.0,135.0,visa,226.0,debit
13420|225.0|150.0|mastercard|224.0|debit,13420,225.0,150.0,mastercard,224.0,debit
14867|555.0|150.0|visa|226.0|debit,14867,555.0,150.0,visa,226.0,debit
23096|562.0|150.0|visa|226.0|credit,23096,562.0,150.0,visa,226.0,credit
10238|264.0|150.0|visa|226.0|credit,10238,264.0,150.0,visa,226.0,credit
14448|225.0|150.0|mastercard|117.0|debit,14448,225.0,150.0,mastercard,117.0,debit
15698|420.0|150.0|mastercard|224.0|debit,15698,420.0,150.0,mastercard,224.0,debit
13278|555.0|150.0|visa|226.0|debit,13278,555.0,150.0,visa,226.0,debit
18441|555.0|150.0|visa|226.0|debit,18441,555.0,150.0,visa,226.0,debit
14267|479.0|150.0|visa|226.0|debit,14267,479.0,150.0,visa,226.0,debit
18866|331.0|150.0|visa|226.0|debit,18866,331.0,150.0,visa,226.0,debit
18503|443.0|150.0|mastercard|224.0|debit,18503,443.0,150.0,mastercard,224.0,debit
18850|360.0|150.0|visa|166.0|debit,18850,360.0,150.0,visa,166.0,debit
18512|206.0|150.0|mastercard|166.0|debit,18512,206.0,150.0,mastercard,166.0,debit
14574|399.0|150.0|american express|198.0|credit,14574,399.0,150.0,american express,198.0,credit
20873|490.0|150.0|visa|226.0|debit,20873,490.0,150.0,visa,226.0,debit
18271|192.0|150.0|visa|226.0|debit,18271,192.0,150.0,visa,226.0,debit
13603|555.0|150.0|visa|226.0|debit,13603,555.0,150.0,visa,226.0,debit
17459|399.0|150.0|american express|137.0|credit,17459,399.0,150.0,american express,137.0,credit
17516|555.0|150.0|visa|226.0|debit,17516,555.0,150.0,visa,226.0,debit
13590|369.0|150.0|mastercard|224.0|debit,13590,369.0,150.0,mastercard,224.0,debit
11591|239.0|150.0|mastercard|224.0|debit,11591,239.0,150.0,mastercard,224.0,debit
10906|555.0|150.0|visa|226.0|debit,10906,555.0,150.0,visa,226.0,debit
21722|399.0|150.0|american express|148.0|credit,21722,399.0,150.0,american express,148.0,credit
12975|555.0|150.0|mastercard|224.0|debit,12975,555.0,150.0,mastercard,224.0,debit
19739|470.0|150.0|mastercard|137.0|credit,19739,470.0,150.0,mastercard,137.0,credit
20109|555.0|150.0|visa|226.0|debit,20109,555.0,150.0,visa,226.0,debit
16072|480.0|150.0|mastercard|117.0|debit,16072,480.0,150.0,mastercard,117.0,debit
22137|555.0|150.0|visa|226.0|debit,22137,555.0,150.0,visa,226.0,debit
13811|555.0|150.0|visa|226.0|debit,13811,555.0,150.0,visa,226.0,debit
15971|300.0|150.0|visa|166.0|debit,15971,300.0,150.0,visa,166.0,debit
11806|298.0|150.0|visa|226.0|debit,11806,298.0,150.0,visa,226.0,debit
21139|242.0|150.0|visa|166.0|debit,21139,242.0,150.0,visa,166.0,debit
21282|532.0|150.0|mastercard||debit,21282,532.0,150.0,mastercard,,debit
12119||150.0|visa|226.0|debit,12119,,150.0,visa,226.0,debit
19920|215.0|150.0|mastercard|126.0|debit,19920,215.0,150.0,mastercard,126.0,debit
16666|399.0|150.0|american express|185.0|credit,16666,399.0,150.0,american express,185.0,credit
21959|555.0|150.0|visa|226.0|credit,21959,555.0,150.0,visa,226.0,credit
14431|122.0|150.0|mastercard|100.0|debit,14431,122.0,150.0,mastercard,100.0,debit
13979|480.0|150.0|mastercard|117.0|debit,13979,480.0,150.0,mastercard,117.0,debit
14598|111.0|150.0|visa|226.0|credit,14598,111.0,150.0,visa,226.0,credit
21407|298.0|150.0|visa|226.0|debit,21407,298.0,150.0,visa,226.0,debit
11447|333.0|150.0|visa|195.0|debit,11447,333.0,150.0,visa,195.0,debit
10264|225.0|150.0|mastercard|224.0|debit,10264,225.0,150.0,mastercard,224.0,debit
20155|198.0|150.0|visa|226.0|debit,20155,198.0,150.0,visa,226.0,debit
17530|555.0|150.0|mastercard|102.0|credit,17530,555.0,150.0,mastercard,102.0,credit
21794|390.0|150.0|mastercard|224.0|debit,21794,390.0,150.0,mastercard,224.0,debit
19960|555.0|150.0|visa|226.0|debit,19960,555.0,150.0,visa,226.0,debit
12611|225.0|150.0|mastercard|224.0|debit,12611,225.0,150.0,mastercard,224.0,debit
12032|586.0|150.0|mastercard|137.0|credit,12032,586.0,150.0,mastercard,137.0,credit
15290|431.0|150.0|visa|166.0|debit,15290,431.0,150.0,visa,166.0,debit
16969|511.0|150.0|visa|226.0|debit,16969,511.0,150.0,visa,226.0,debit
13008|258.0|150.0|visa|226.0|credit,13008,258.0,150.0,visa,226.0,credit
19644|564.0|150.0|visa|226.0|credit,19644,564.0,150.0,visa,226.0,credit
14116|555.0|150.0|visa|226.0|debit,14116,555.0,150.0,visa,226.0,debit
17145|592.0|150.0|visa|226.0|debit,17145,592.0,150.0,visa,226.0,debit
13220|479.0|150.0|visa|226.0|credit,13220,479.0,150.0,visa,226.0,credit
13313|405.0|185.0|visa|147.0|credit,13313,405.0,185.0,visa,147.0,credit
21667|555.0|150.0|visa|226.0|credit,21667,555.0,150.0,visa,226.0,credit
21559|455.0|150.0|mastercard|126.0|debit,21559,455.0,150.0,mastercard,126.0,debit
15904|555.0|150.0|visa|226.0|debit,15904,555.0,150.0,visa,226.0,debit
14631|390.0|150.0|mastercard|224.0|debit,14631,390.0,150.0,mastercard,224.0,debit
12993|514.0|150.0|mastercard|195.0|credit,12993,514.0,150.0,mastercard,195.0,credit
14623|398.0|150.0|mastercard||debit,14623,398.0,150.0,mastercard,,debit
22346|555.0|150.0|visa|226.0|debit,22346,555.0,150.0,visa,226.0,debit
11560|490.0|150.0|visa|226.0|credit,11560,490.0,150.0,visa,226.0,credit
19583|377.0|150.0|visa|226.0|debit,19583,377.0,150.0,visa,226.0,debit
21183|310.0|150.0|mastercard|224.0|debit,21183,310.0,150.0,mastercard,224.0,debit
18067|301.0|150.0|mastercard|224.0|debit,18067,301.0,150.0,mastercard,224.0,debit
22894|111.0|150.0|mastercard|224.0|credit,22894,111.0,150.0,mastercard,224.0,credit
19069|520.0|150.0|american express|190.0|credit,19069,520.0,150.0,american express,190.0,credit
16883|583.0|150.0|visa|226.0|credit,16883,583.0,150.0,visa,226.0,credit
22142|472.0|150.0|visa|166.0|debit,22142,472.0,150.0,visa,166.0,debit
17228|393.0|150.0|mastercard|117.0|debit,17228,393.0,150.0,mastercard,117.0,debit
18269|555.0|150.0|visa|226.0|credit,18269,555.0,150.0,visa,226.0,credit
21615|399.0|150.0|american express|236.0|credit,21615,399.0,150.0,american express,236.0,credit
20552|111.0|150.0|mastercard|102.0|credit,20552,111.0,150.0,mastercard,102.0,credit
22106|399.0|150.0|american express|102.0|credit,22106,399.0,150.0,american express,102.0,credit
22766|224.0|106.0|mastercard|224.0|debit,22766,224.0,106.0,mastercard,224.0,debit
11934|399.0|150.0|american express|223.0|credit,11934,399.0,150.0,american express,223.0,credit
14201|593.0|150.0|visa|226.0|debit,14201,593.0,150.0,visa,226.0,debit
12598||150.0|visa|226.0|debit,12598,,150.0,visa,226.0,debit
12473|360.0|150.0|visa|226.0|debit,12473,360.0,150.0,visa,226.0,debit
13407|555.0|150.0|visa|226.0|debit,13407,555.0,150.0,visa,226.0,debit
21683|210.0|150.0|visa|226.0|credit,21683,210.0,150.0,visa,226.0,credit
20218|394.0|150.0|visa|226.0|debit,20218,394.0,150.0,visa,226.0,debit
13254|302.0|150.0|visa|226.0|debit,13254,302.0,150.0,visa,226.0,debit
10166|555.0|150.0|visa|226.0|debit,10166,555.0,150.0,visa,226.0,debit
20088|555.0|150.0|visa|226.0|debit,20088,555.0,150.0,visa,226.0,debit
22508|127.0|150.0|mastercard|224.0|debit,22508,127.0,150.0,mastercard,224.0,debit
23121|532.0|150.0|mastercard|224.0|debit,23121,532.0,150.0,mastercard,224.0,debit
15118|160.0|150.0|visa|226.0|debit,15118,160.0,150.0,visa,226.0,debit
18142|240.0|150.0|visa|226.0|debit,18142,240.0,150.0,visa,226.0,debit
18363|583.0|150.0|visa|226.0|credit,18363,583.0,150.0,visa,226.0,credit
16705|549.0|150.0|visa|226.0|credit,16705,549.0,150.0,visa,226.0,credit
14550|555.0|150.0|visa|226.0|debit,14550,555.0,150.0,visa,226.0,debit
14969|543.0|150.0|mastercard|224.0|debit,14969,543.0,150.0,mastercard,224.0,debit
21732||150.0|visa|226.0|debit,21732,,150.0,visa,226.0,debit
15910|206.0|150.0|mastercard|126.0|debit,15910,206.0,150.0,mastercard,126.0,debit
22182|555.0|150.0|visa|226.0|debit,22182,555.0,150.0,visa,226.0,debit
13424|571.0|150.0|visa|226.0|debit,13424,571.0,150.0,visa,226.0,debit
17325|111.0|150.0|visa|195.0|debit,17325,111.0,150.0,visa,195.0,debit
14899|532.0|150.0|mastercard|224.0|debit,14899,532.0,150.0,mastercard,224.0,debit
20632|555.0|150.0|visa|226.0|debit,20632,555.0,150.0,visa,226.0,debit
11630|194.0|150.0|mastercard|202.0|debit,11630,194.0,150.0,mastercard,202.0,debit
20445|555.0|150.0|visa|226.0|debit,20445,555.0,150.0,visa,226.0,debit
19144|537.0|150.0|mastercard|224.0|debit,19144,537.0,150.0,mastercard,224.0,debit
22598|532.0|150.0|mastercard|224.0|debit,22598,532.0,150.0,mastercard,224.0,debit
11247|555.0|150.0|mastercard|117.0|debit,11247,555.0,150.0,mastercard,117.0,debit
15919|555.0|150.0|visa|226.0|credit,15919,555.0,150.0,visa,226.0,credit
16838|583.0|150.0|visa|226.0|credit,16838,583.0,150.0,visa,226.0,credit
16309|461.0|150.0|visa|226.0|debit,16309,461.0,150.0,visa,226.0,debit
10042|555.0|150.0|visa|226.0|debit,10042,555.0,150.0,visa,226.0,debit
17566|555.0|150.0|visa|226.0|credit,17566,555.0,150.0,visa,226.0,credit
12717|555.0|150.0|visa|226.0|debit,12717,555.0,150.0,visa,226.0,debit
10260||150.0|visa|166.0|debit,10260,,150.0,visa,166.0,debit
20490|445.0|150.0|mastercard|224.0|debit,20490,445.0,150.0,mastercard,224.0,debit
18564||150.0|american express||credit,18564,,150.0,american express,,credit
11243|310.0|150.0|mastercard|224.0|debit,11243,310.0,150.0,mastercard,224.0,debit
23371|514.0|150.0|mastercard|224.0|credit,23371,514.0,150.0,mastercard,224.0,credit
18203|129.0|150.0|visa|226.0|debit,18203,129.0,150.0,visa,226.0,debit
19781|583.0|150.0|visa|195.0|credit,19781,583.0,150.0,visa,195.0,credit
14742|500.0|185.0|mastercard|137.0|credit,14742,500.0,185.0,mastercard,137.0,credit
20000|321.0|150.0|visa|226.0|debit,20000,321.0,150.0,visa,226.0,debit
14354|474.0|150.0|mastercard|224.0|debit,14354,474.0,150.0,mastercard,224.0,debit
20894|454.0|150.0|visa|226.0|debit,20894,454.0,150.0,visa,226.0,debit
18769|555.0|150.0|visa|226.0|debit,18769,555.0,150.0,visa,226.0,debit
18771|390.0|150.0|mastercard|117.0|debit,18771,390.0,150.0,mastercard,117.0,debit
11406|555.0|144.0|american express|198.0|credit,11406,555.0,144.0,american express,198.0,credit
14655|455.0|150.0|mastercard|126.0|debit,14655,455.0,150.0,mastercard,126.0,debit
21779|555.0|150.0|visa|226.0|debit,21779,555.0,150.0,visa,226.0,debit
12876||150.0|discover|194.0|credit,12876,,150.0,discover,194.0,credit
17065|476.0|150.0|visa|166.0|debit,17065,476.0,150.0,visa,166.0,debit
13463|194.0|150.0|mastercard|202.0|debit,13463,194.0,150.0,mastercard,202.0,debit
12043|310.0|150.0|mastercard|117.0|debit,12043,310.0,150.0,mastercard,117.0,debit
20972|520.0|150.0|american express|190.0|credit,20972,520.0,150.0,american express,190.0,credit
14942|555.0|150.0|visa|226.0|debit,14942,555.0,150.0,visa,226.0,debit
13786||150.0|visa|226.0|debit,13786,,150.0,visa,226.0,debit
19973|555.0|146.0|visa|166.0|debit,19973,555.0,146.0,visa,166.0,debit
13391|111.0|150.0|visa|195.0|credit,13391,111.0,150.0,visa,195.0,credit
14982|543.0|150.0|mastercard|224.0|debit,14982,543.0,150.0,mastercard,224.0,debit
14736|528.0|150.0|visa|226.0|credit,14736,528.0,150.0,visa,226.0,credit
23228|555.0|150.0|visa|226.0|debit,23228,555.0,150.0,visa,226.0,debit
23066|310.0|150.0|mastercard|224.0|debit,23066,310.0,150.0,mastercard,224.0,debit
16599|555.0|150.0|visa|166.0|debit,16599,555.0,150.0,visa,166.0,debit
13186|503.0|150.0|visa|226.0|debit,13186,503.0,150.0,visa,226.0,debit
15100|573.0|143.0|mastercard|224.0|debit,15100,573.0,143.0,mastercard,224.0,debit
13669|214.0|150.0|visa|195.0|debit,13669,214.0,150.0,visa,195.0,debit
21182|216.0|150.0|visa|226.0|credit,21182,216.0,150.0,visa,226.0,credit
13994|360.0|150.0|mastercard|166.0|debit,13994,360.0,150.0,mastercard,166.0,debit
14430|555.0|150.0|visa|226.0|debit,14430,555.0,150.0,visa,226.0,debit
16302|143.0|150.0|visa|226.0|debit,16302,143.0,150.0,visa,226.0,debit
20504|555.0|150.0|visa|226.0|credit,20504,555.0,150.0,visa,226.0,credit
21297|126.0|150.0|visa|166.0|debit,21297,126.0,150.0,visa,166.0,debit
15921|130.0|185.0|visa|226.0|credit,15921,130.0,185.0,visa,226.0,credit
21972|555.0|143.0|mastercard|202.0|debit,21972,555.0,143.0,mastercard,202.0,debit
20472|360.0|150.0|visa|166.0|debit,20472,360.0,150.0,visa,166.0,debit
18044|111.0|150.0|visa|166.0|debit,18044,111.0,150.0,visa,166.0,debit
21163|390.0|150.0|mastercard|224.0|debit,21163,390.0,150.0,mastercard,224.0,debit
11537|241.0|150.0|visa|226.0|credit,11537,241.0,150.0,visa,226.0,credit
23021|371.0|150.0|visa|226.0|credit,23021,371.0,150.0,visa,226.0,credit
18746|512.0|150.0|mastercard|224.0|debit,18746,512.0,150.0,mastercard,224.0,debit
20607|168.0|144.0|visa|226.0|credit,20607,168.0,144.0,visa,226.0,credit
17847|583.0|150.0|visa|226.0|debit,17847,583.0,150.0,visa,226.0,debit
13441|170.0|150.0|mastercard|102.0|credit,13441,170.0,150.0,mastercard,102.0,credit
13966|555.0|150.0|visa|226.0|debit,13966,555.0,150.0,visa,226.0,debit
20455|170.0|150.0|mastercard|219.0|credit,20455,170.0,150.0,mastercard,219.0,credit
22725|555.0|150.0|visa|226.0|debit,22725,555.0,150.0,visa,226.0,debit
13235|112.0|150.0|mastercard|117.0|debit,13235,112.0,150.0,mastercard,117.0,debit
11213|342.0|150.0|visa|226.0|debit,11213,342.0,150.0,visa,226.0,debit
19437|553.0|150.0|visa|226.0|debit,19437,553.0,150.0,visa,226.0,debit
20529|480.0|150.0|mastercard|224.0|debit,20529,480.0,150.0,mastercard,224.0,debit
14172|216.0|150.0|visa|226.0|credit,14172,216.0,150.0,visa,226.0,credit
12267|512.0|150.0|mastercard|117.0|debit,12267,512.0,150.0,mastercard,117.0,debit
12361|210.0|150.0|visa|226.0|credit,12361,210.0,150.0,visa,226.0,credit
12072|300.0|150.0|mastercard|224.0|credit,12072,300.0,150.0,mastercard,224.0,credit
20429|555.0|150.0|visa|226.0|debit,20429,555.0,150.0,visa,226.0,debit
20400|481.0|150.0|mastercard|117.0|debit,20400,481.0,150.0,mastercard,117.0,debit
21721|543.0|150.0|mastercard||debit,21721,543.0,150.0,mastercard,,debit
12659|399.0|150.0|american express|146.0|credit,12659,399.0,150.0,american express,146.0,credit
21111|555.0|150.0|visa|226.0|debit,21111,555.0,150.0,visa,226.0,debit
17546|188.0|150.0|visa|195.0|debit,17546,188.0,150.0,visa,195.0,debit
16518|310.0|150.0|mastercard|224.0|debit,16518,310.0,150.0,mastercard,224.0,debit
10979|555.0|150.0|visa|226.0|debit,10979,555.0,150.0,visa,226.0,debit
20684|234.0|150.0|visa|226.0|debit,20684,234.0,150.0,visa,226.0,debit
17303|555.0|150.0|visa|226.0|debit,17303,555.0,150.0,visa,226.0,debit
15068|384.0|150.0|visa|226.0|debit,15068,384.0,150.0,visa,226.0,debit
11242|228.0|106.0|visa|226.0|debit,11242,228.0,106.0,visa,226.0,debit
22883|111.0|150.0|mastercard|219.0|credit,22883,111.0,150.0,mastercard,219.0,credit
14114|291.0|150.0|visa|226.0|debit,14114,291.0,150.0,visa,226.0,debit
18831|165.0|150.0|mastercard|224.0|debit,18831,165.0,150.0,mastercard,224.0,debit
17790|555.0|150.0|visa|226.0|debit,17790,555.0,150.0,visa,226.0,debit
15454|555.0|150.0|visa|226.0|debit,15454,555.0,150.0,visa,226.0,debit
21721|543.0|150.0|mastercard|223.0|debit,21721,543.0,150.0,mastercard,223.0,debit
18204|555.0|150.0|visa|226.0|debit,18204,555.0,150.0,visa,226.0,debit
16261|595.0|150.0|mastercard|156.0|debit,16261,595.0,150.0,mastercard,156.0,debit
13428|555.0|150.0|visa|226.0|debit,13428,555.0,150.0,visa,226.0,debit
18048|555.0|146.0|mastercard|190.0|credit,18048,555.0,146.0,mastercard,190.0,credit
18734|596.0|150.0|mastercard|229.0|debit,18734,596.0,150.0,mastercard,229.0,debit
23404|399.0|150.0|american express|223.0|credit,23404,399.0,150.0,american express,223.0,credit
13758|399.0|150.0|american express|223.0|credit,13758,399.0,150.0,american express,223.0,credit
16821|555.0|150.0|visa|226.0|credit,16821,555.0,150.0,visa,226.0,credit
21701|322.0|150.0|american express|131.0|credit,21701,322.0,150.0,american express,131.0,credit
15776|555.0|150.0|visa|226.0|debit,15776,555.0,150.0,visa,226.0,debit
19893|123.0|144.0|visa|226.0|credit,19893,123.0,144.0,visa,226.0,credit
20846|555.0|144.0|american express|190.0|debit,20846,555.0,144.0,american express,190.0,debit
13979|512.0|150.0|mastercard|117.0|debit,13979,512.0,150.0,mastercard,117.0,debit
11296|555.0|150.0|visa|226.0|credit,11296,555.0,150.0,visa,226.0,credit
22158|555.0|150.0|visa|226.0|debit,22158,555.0,150.0,visa,226.0,debit
15729|568.0|150.0|visa|226.0|debit,15729,568.0,150.0,visa,226.0,debit
12837|225.0|150.0|mastercard|102.0|credit,12837,225.0,150.0,mastercard,102.0,credit
17734|225.0|150.0|mastercard|117.0|debit,17734,225.0,150.0,mastercard,117.0,debit
18982|225.0|150.0|mastercard|224.0|debit,18982,225.0,150.0,mastercard,224.0,debit
10680|562.0|150.0|mastercard|197.0|credit,10680,562.0,150.0,mastercard,197.0,credit
13320|555.0|150.0|visa|226.0|debit,13320,555.0,150.0,visa,226.0,debit
16837|240.0|150.0|visa|226.0|debit,16837,240.0,150.0,visa,226.0,debit
12527|302.0|150.0|visa|226.0|debit,12527,302.0,150.0,visa,226.0,debit
16951|360.0|150.0|mastercard|166.0|debit,16951,360.0,150.0,mastercard,166.0,debit
15228|436.0|150.0|visa|162.0|credit,15228,436.0,150.0,visa,162.0,credit
17129|548.0|150.0|visa|195.0|debit,17129,548.0,150.0,visa,195.0,debit
17810|555.0|150.0|mastercard|117.0|debit,17810,555.0,150.0,mastercard,117.0,debit
19696|555.0|119.0|visa|137.0|credit,19696,555.0,119.0,visa,137.0,credit
10690|555.0|150.0|mastercard|166.0|debit,10690,555.0,150.0,mastercard,166.0,debit
15527|225.0|150.0|mastercard|224.0|debit,15527,225.0,150.0,mastercard,224.0,debit
13034|583.0|150.0|visa|226.0|credit,13034,583.0,150.0,visa,226.0,credit
21088|575.0|150.0|visa|226.0|debit,21088,575.0,150.0,visa,226.0,debit
20319|390.0|150.0|mastercard|224.0|debit,20319,390.0,150.0,mastercard,224.0,debit
18685|555.0|150.0|visa|226.0|debit,18685,555.0,150.0,visa,226.0,debit
16571|283.0|150.0|mastercard|224.0|debit,16571,283.0,150.0,mastercard,224.0,debit
14100|201.0|150.0|visa|226.0|debit,14100,201.0,150.0,visa,226.0,debit
22055|296.0|185.0|visa|195.0|credit,22055,296.0,185.0,visa,195.0,credit
15590|480.0|150.0|mastercard|117.0|debit,15590,480.0,150.0,mastercard,117.0,debit
13282|555.0|150.0|visa|226.0|debit,13282,555.0,150.0,visa,226.0,debit
22769|555.0|150.0|visa|226.0|debit,22769,555.0,150.0,visa,226.0,debit
19217|390.0|150.0|mastercard|224.0|debit,19217,390.0,150.0,mastercard,224.0,debit
10799|399.0|150.0|american express|146.0|credit,10799,399.0,150.0,american express,146.0,credit
20838|478.0|150.0|visa|195.0|credit,20838,478.0,150.0,visa,195.0,credit
20531|555.0|150.0|visa|226.0|debit,20531,555.0,150.0,visa,226.0,debit
15770|264.0|150.0|visa|226.0|credit,15770,264.0,150.0,visa,226.0,credit
14702|555.0|214.0|visa|162.0|credit,14702,555.0,214.0,visa,162.0,credit
10726|501.0|150.0|visa|226.0|credit,10726,501.0,150.0,visa,226.0,credit
20312|516.0|150.0|mastercard|195.0|debit,20312,516.0,150.0,mastercard,195.0,debit
13359|307.0|150.0|visa|226.0|debit,13359,307.0,150.0,visa,226.0,debit
22263|555.0|150.0|visa|226.0|debit,22263,555.0,150.0,visa,226.0,debit
21912|555.0|150.0|mastercard|224.0|debit,21912,555.0,150.0,mastercard,224.0,debit
18867|555.0|150.0|visa|226.0|debit,18867,555.0,150.0,visa,226.0,debit
22454|555.0|150.0|visa|226.0|debit,22454,555.0,150.0,visa,226.0,debit
23193|310.0|150.0|mastercard|224.0|debit,23193,310.0,150.0,mastercard,224.0,debit
20587|399.0|150.0|american express|236.0|credit,20587,399.0,150.0,american express,236.0,credit
21423|585.0|150.0|visa|226.0|credit,21423,585.0,150.0,visa,226.0,credit
10110|555.0|150.0|visa|226.0|debit,10110,555.0,150.0,visa,226.0,debit
12587|500.0|185.0|mastercard|224.0|credit,12587,500.0,185.0,mastercard,224.0,credit
22406|512.0|150.0|mastercard|195.0|debit,22406,512.0,150.0,mastercard,195.0,debit
23332|276.0|150.0|visa|226.0|debit,23332,276.0,150.0,visa,226.0,debit
23097|310.0|150.0|mastercard|117.0|debit,23097,310.0,150.0,mastercard,117.0,debit
15029|555.0|153.0|mastercard|102.0|credit,15029,555.0,153.0,mastercard,102.0,credit
20483|111.0|150.0|visa|226.0|credit,20483,111.0,150.0,visa,226.0,credit
10780|321.0|150.0|visa|226.0|debit,10780,321.0,150.0,visa,226.0,debit
22032|555.0|150.0|visa|226.0|debit,22032,555.0,150.0,visa,226.0,debit
19575|555.0|150.0|visa|226.0|debit,19575,555.0,150.0,visa,226.0,debit
16684|555.0|150.0|mastercard|117.0|debit,16684,555.0,150.0,mastercard,117.0,debit
10634|369.0|150.0|mastercard|224.0|debit,10634,369.0,150.0,mastercard,224.0,debit
12650|512.0|150.0|visa|226.0|debit,12650,512.0,150.0,visa,226.0,debit
14477|390.0|150.0|mastercard|117.0|debit,14477,390.0,150.0,mastercard,117.0,debit
22843|122.0|150.0|mastercard|126.0|debit,22843,122.0,150.0,mastercard,126.0,debit
17686|555.0|150.0|visa|226.0|debit,17686,555.0,150.0,visa,226.0,debit
14855|399.0|150.0|american express|118.0|credit,14855,399.0,150.0,american express,118.0,credit
11095|181.0|150.0|visa|226.0|credit,11095,181.0,150.0,visa,226.0,credit
17001|555.0|102.0|visa|166.0|debit,17001,555.0,102.0,visa,166.0,debit
16194|275.0|150.0|mastercard|224.0|debit,16194,275.0,150.0,mastercard,224.0,debit
13299|441.0|150.0|visa|226.0|debit,13299,441.0,150.0,visa,226.0,debit
10810|555.0|150.0|visa|226.0|debit,10810,555.0,150.0,visa,226.0,debit
17621|517.0|150.0|mastercard|224.0|debit,17621,517.0,150.0,mastercard,224.0,debit
21404|555.0|150.0|visa|226.0|debit,21404,555.0,150.0,visa,226.0,debit
18332|399.0|150.0|american express|150.0|credit,18332,399.0,150.0,american express,150.0,credit
11103|555.0|150.0|visa|226.0|debit,11103,555.0,150.0,visa,226.0,debit
10766|151.0|150.0|visa|226.0|debit,10766,151.0,150.0,visa,226.0,debit
20807|543.0|150.0|mastercard|224.0|debit,20807,543.0,150.0,mastercard,224.0,debit
23353|122.0|150.0|mastercard|166.0|debit,23353,122.0,150.0,mastercard,166.0,debit
18698|555.0|150.0|visa|226.0|debit,18698,555.0,150.0,visa,226.0,debit
17755|555.0|150.0|visa|226.0|debit,17755,555.0,150.0,visa,226.0,debit
15366|545.0|185.0|visa|195.0|credit,15366,545.0,185.0,visa,195.0,credit
19672|327.0|150.0|discover|223.0|credit,19672,327.0,150.0,discover,223.0,credit
14826|583.0|150.0|visa|226.0|credit,14826,583.0,150.0,visa,226.0,credit
11602|310.0|150.0|mastercard|224.0|debit,11602,310.0,150.0,mastercard,224.0,debit
19529|555.0|150.0|mastercard|195.0|credit,19529,555.0,150.0,mastercard,195.0,credit
22974|555.0|150.0|mastercard|195.0|debit,22974,555.0,150.0,mastercard,195.0,debit
10463||150.0|visa|226.0|credit,10463,,150.0,visa,226.0,credit
22358|555.0|150.0|visa|226.0|debit,22358,555.0,150.0,visa,226.0,debit
20850|253.0|150.0|mastercard|195.0|debit,20850,253.0,150.0,mastercard,195.0,debit
11322|225.0|150.0|mastercard|117.0|debit,11322,225.0,150.0,mastercard,117.0,debit
15621|555.0|150.0|visa|226.0|credit,15621,555.0,150.0,visa,226.0,credit
17900|310.0|150.0|mastercard|224.0|debit,17900,310.0,150.0,mastercard,224.0,debit
21968|408.0|185.0|mastercard|102.0|debit,21968,408.0,185.0,mastercard,102.0,debit
17897|303.0|150.0|visa|195.0|debit,17897,303.0,150.0,visa,195.0,debit
18247|555.0|213.0|mastercard|166.0|debit,18247,555.0,213.0,mastercard,166.0,debit
18238|520.0|150.0|american express|190.0|credit,18238,520.0,150.0,american express,190.0,credit
21110|514.0|150.0|mastercard|129.0|credit,21110,514.0,150.0,mastercard,129.0,credit
15642|555.0|150.0|visa|195.0|debit,15642,555.0,150.0,visa,195.0,debit
11945|555.0|150.0|visa|226.0|debit,11945,555.0,150.0,visa,226.0,debit
11376|555.0|185.0|mastercard|166.0|debit,11376,555.0,185.0,mastercard,166.0,debit
19717|575.0|150.0|visa|226.0|debit,19717,575.0,150.0,visa,226.0,debit
10656|555.0|150.0|mastercard|102.0|credit,10656,555.0,150.0,mastercard,102.0,credit
21679|367.0|150.0|mastercard|195.0|credit,21679,367.0,150.0,mastercard,195.0,credit
23283|225.0|150.0|visa|226.0|debit,23283,225.0,150.0,visa,226.0,debit
13890|548.0|150.0|visa|226.0|credit,13890,548.0,150.0,visa,226.0,credit
18894|399.0|150.0|american express|237.0|credit,18894,399.0,150.0,american express,237.0,credit
15277|225.0|150.0|mastercard|117.0|debit,15277,225.0,150.0,mastercard,117.0,debit
